payment_id,invoice_key,payment_date,amount,payment_method
290,260,2023-09-02,273.98,Direct Debit
291,261,2023-10-09,273.98,Direct Debit
292,262,2023-11-02,273.98,Bank Transfer
293,263,2023-12-01,273.98,Direct Debit
294,264,2024-01-03,273.98,Direct Debit
295,265,2024-02-02,273.98,Direct Debit
296,266,2024-02-29,273.98,Other
297,267,2024-03-31,56.48,Direct Debit
298,267,2024-04-07,42.84,Direct Debit
299,267,2024-04-10,73.71,Direct Debit
300,268,2024-05-07,273.98,Direct Debit
301,269,2024-06-05,273.98,Direct Debit
302,270,2024-06-30,273.98,Direct Debit
303,271,2024-08-01,85.19,Direct Debit
304,271,2024-08-06,41.92,Direct Debit
305,271,2024-08-19,50.48,Direct Debit
306,272,2024-08-25,273.98,Direct Debit
307,273,2024-10-01,273.98,Direct Debit
308,274,2024-11-03,273.98,Direct Debit
309,275,2024-11-26,111.5,Direct Debit
310,275,2024-11-30,118.95,Card
311,276,2024-12-26,273.98,Direct Debit
312,277,2023-12-09,104.97,Direct Debit
313,278,2024-01-03,104.97,Direct Debit
314,279,2024-02-01,104.97,Direct Debit
315,280,2024-03-05,104.97,Direct Debit
316,281,2024-03-28,104.97,Other
317,282,2024-05-03,29.89,Direct Debit
318,282,2024-05-09,33.01,Direct Debit
319,283,2024-05-28,104.97,Bank Transfer
320,284,2024-06-29,104.97,Bank Transfer
321,285,2024-07-31,104.97,Direct Debit
322,287,2024-09-28,104.97,Bank Transfer
323,288,2024-10-30,104.97,Direct Debit
324,290,2024-12-26,104.97,Direct Debit
325,291,2024-01-06,357.85,Bank Transfer
326,292,2024-02-04,357.85,Bank Transfer
327,293,2024-03-04,357.85,Direct Debit
328,294,2024-04-03,357.85,Direct Debit
329,295,2024-05-05,357.85,Direct Debit
330,296,2024-06-02,357.85,Bank Transfer
331,297,2024-07-02,47.52,Direct Debit
332,297,2024-07-12,36.16,Direct Debit
333,297,2024-07-22,60.25,Direct Debit
334,298,2024-07-31,357.85,Direct Debit
335,299,2024-09-05,357.85,Direct Debit
336,300,2024-10-02,357.85,Direct Debit
337,301,2024-11-04,357.85,Direct Debit
338,302,2024-11-27,357.85,Direct Debit
339,303,2025-01-03,357.85,Direct Debit
340,304,2023-08-27,421.59,Bank Transfer
341,305,2023-09-24,116.52,Direct Debit
342,305,2023-09-28,57.77,Bank Transfer
343,305,2023-10-04,128.92,Card
344,306,2023-10-26,421.59,Bank Transfer
345,308,2023-12-28,421.59,Direct Debit
346,309,2024-01-29,139.57,Direct Debit
347,309,2024-02-08,92.53,Direct Debit
348,309,2024-02-14,104.34,Direct Debit
349,310,2024-02-22,421.59,Direct Debit
350,311,2024-03-28,421.59,Direct Debit
351,312,2024-04-27,421.59,Direct Debit
352,313,2024-05-30,421.59,Bank Transfer
353,314,2024-06-30,421.59,Direct Debit
354,315,2024-07-27,421.59,Direct Debit
355,316,2024-08-29,421.59,Direct Debit
356,317,2024-09-24,421.59,Direct Debit
357,318,2024-10-24,421.59,Direct Debit
358,319,2024-11-24,421.59,Card
359,320,2024-12-22,421.59,Bank Transfer
360,321,2024-12-06,75.76,Direct Debit
361,323,2024-06-28,247.98,Direct Debit
362,324,2024-07-24,247.98,Direct Debit
363,325,2024-08-31,117.95,Card
364,325,2024-09-04,130.03,Direct Debit
365,326,2024-09-29,247.98,Direct Debit
366,327,2024-10-28,247.98,Bank Transfer
367,328,2024-11-24,247.98,Bank Transfer
368,329,2024-12-20,247.98,Direct Debit
369,330,2023-01-23,261.46,Bank Transfer
370,331,2023-02-23,261.46,Bank Transfer
371,332,2023-03-23,261.46,Bank Transfer
372,333,2023-04-23,261.46,Bank Transfer
373,334,2023-05-15,98.9,Direct Debit
374,334,2023-05-25,37.85,Direct Debit
375,334,2023-05-31,67.25,Direct Debit
376,335,2023-06-20,261.46,Direct Debit
377,336,2023-07-23,50.91,Direct Debit
378,336,2023-07-26,52.98,Direct Debit
379,337,2023-08-17,261.46,Direct Debit
380,338,2023-09-20,261.46,Direct Debit
381,339,2023-10-15,261.46,Direct Debit
382,340,2023-11-14,261.46,Direct Debit
383,341,2023-12-21,52.26,Bank Transfer
384,341,2023-12-26,38.14,Direct Debit
385,341,2024-01-06,43.52,Direct Debit
386,342,2024-01-15,261.46,Direct Debit
387,343,2024-02-14,261.46,Direct Debit
388,344,2024-03-12,98.69,Direct Debit
389,344,2024-03-22,74.07,Direct Debit
390,344,2024-03-22,88.7,Card
391,345,2024-04-10,261.46,Direct Debit
392,346,2024-05-16,261.46,Direct Debit
393,347,2024-06-16,261.46,Direct Debit
394,348,2024-07-15,261.46,Bank Transfer
395,349,2024-08-10,261.46,Direct Debit
396,350,2024-09-07,261.46,Direct Debit
397,351,2024-10-12,261.46,Direct Debit
398,352,2024-11-11,261.46,Direct Debit
399,353,2024-12-08,261.46,Direct Debit
400,354,2024-09-04,179.96,Direct Debit
401,355,2024-10-03,179.96,Direct Debit
402,356,2024-11-01,179.96,Direct Debit
403,357,2024-11-29,179.96,Direct Debit
404,358,2024-12-24,179.96,Other
405,359,2024-10-11,191.05,Direct Debit
406,360,2024-11-07,191.05,Direct Debit
407,361,2024-12-10,191.05,Direct Debit
408,363,2024-12-08,351.97,Bank Transfer
409,365,2022-10-29,132.52,Direct Debit
410,366,2022-11-25,132.52,Direct Debit
411,367,2022-12-29,132.52,Bank Transfer
412,368,2023-01-28,132.52,Direct Debit
413,369,2023-02-18,132.52,Direct Debit
414,370,2023-03-22,132.52,Bank Transfer
415,371,2023-04-26,132.52,Direct Debit
416,372,2023-05-19,132.52,Bank Transfer
417,373,2023-06-23,132.52,Direct Debit
418,374,2023-07-20,132.52,Direct Debit
419,375,2023-08-27,132.52,Direct Debit
420,376,2023-09-18,41.79,Bank Transfer
421,376,2023-09-21,28.17,Bank Transfer
422,376,2023-09-24,62.56,Card
423,377,2023-10-21,132.52,Direct Debit
424,378,2023-11-25,132.52,Direct Debit
425,379,2023-12-21,132.52,Direct Debit
426,380,2024-01-18,43.28,Bank Transfer
427,380,2024-01-26,89.24,Bank Transfer
428,381,2024-02-13,132.52,Direct Debit
429,382,2024-03-20,132.52,Direct Debit
430,383,2024-04-22,132.52,Bank Transfer
431,384,2024-05-13,132.52,Direct Debit
432,385,2024-06-14,132.52,Direct Debit
433,386,2024-07-22,132.52,Bank Transfer
434,387,2024-08-11,132.52,Direct Debit
435,388,2024-09-15,132.52,Direct Debit
436,389,2024-10-01,226.68,Other
437,390,2024-10-27,226.68,Card
438,391,2024-11-26,226.68,Bank Transfer
439,392,2024-12-27,48.41,Direct Debit
440,392,2024-12-30,18.75,Direct Debit
441,392,2025-01-10,38.93,Direct Debit
442,394,2023-10-10,267.73,Direct Debit
443,395,2023-11-15,267.73,Direct Debit
444,396,2023-12-15,267.73,Bank Transfer
445,397,2024-01-23,114.28,Direct Debit
446,397,2024-01-26,115.09,Direct Debit
447,398,2024-02-04,267.73,Direct Debit
448,400,2024-04-14,267.73,Direct Debit
449,401,2024-05-06,267.73,Direct Debit
450,402,2024-06-13,83.25,Card
451,402,2024-06-22,76.75,Bank Transfer
452,402,2024-07-03,107.73,Direct Debit
453,403,2024-07-08,267.73,Bank Transfer
454,404,2024-08-03,267.73,Direct Debit
455,405,2024-09-08,267.73,Direct Debit
456,406,2024-10-05,267.73,Bank Transfer
457,407,2024-11-07,267.73,Direct Debit
458,408,2024-12-06,267.73,Direct Debit
459,410,2024-10-06,537.31,Card
460,411,2024-11-11,537.31,Bank Transfer
461,412,2024-12-20,537.31,Bank Transfer
462,414,2024-11-21,343.51,Direct Debit
463,416,2023-08-27,231.45,Direct Debit
464,417,2023-09-29,231.45,Other
465,418,2023-10-31,231.45,Direct Debit
466,419,2023-11-27,231.45,Direct Debit
467,420,2023-12-29,231.45,Direct Debit
468,421,2024-01-30,39.8,Direct Debit
469,421,2024-02-06,23.32,Direct Debit
470,421,2024-02-13,24.59,Bank Transfer
471,422,2024-02-20,231.45,Direct Debit
472,423,2024-03-30,231.45,Direct Debit
473,424,2024-04-25,231.45,Direct Debit
474,425,2024-05-25,71.77,Direct Debit
475,425,2024-06-01,72.14,Direct Debit
476,425,2024-05-31,87.54,Bank Transfer
477,426,2024-06-20,231.45,Direct Debit
478,427,2024-07-20,231.45,Direct Debit
479,429,2024-09-19,60.59,Direct Debit
480,429,2024-09-22,137.46,Direct Debit
481,430,2024-10-27,231.45,Direct Debit
482,431,2024-11-17,61.05,Direct Debit
483,431,2024-11-27,107.97,Direct Debit
484,432,2024-12-19,231.45,Card
485,433,2024-01-09,811.67,Card
486,434,2024-02-04,811.67,Bank Transfer
487,435,2024-03-09,811.67,Direct Debit
488,436,2024-04-04,811.67,Direct Debit
489,437,2024-05-02,811.67,Bank Transfer
490,438,2024-06-03,811.67,Direct Debit
491,439,2024-07-08,811.67,Direct Debit
492,440,2024-08-05,811.67,Direct Debit
493,441,2024-09-09,811.67,Direct Debit
494,442,2024-10-06,811.67,Direct Debit
495,443,2024-11-05,811.67,Direct Debit
496,444,2024-12-01,811.67,Direct Debit
497,445,2024-12-31,117.84,Direct Debit
498,445,2025-01-08,68.54,Other
499,445,2025-01-16,78.35,Direct Debit
500,446,2024-06-02,421.6,Card
501,447,2024-07-01,421.6,Direct Debit
502,448,2024-08-05,421.6,Bank Transfer
503,449,2024-08-30,421.6,Bank Transfer
504,450,2024-09-30,421.6,Direct Debit
505,451,2024-11-03,421.6,Direct Debit
506,452,2024-11-23,421.6,Direct Debit
507,453,2024-12-29,421.6,Direct Debit
508,455,2024-10-14,781.27,Direct Debit
509,456,2024-11-07,781.27,Bank Transfer
510,457,2024-12-08,781.27,Bank Transfer
511,459,2024-07-05,472.73,Direct Debit
512,460,2024-08-08,472.73,Card
513,461,2024-09-10,472.73,Bank Transfer
514,462,2024-10-09,472.73,Direct Debit
515,463,2024-11-06,472.73,Direct Debit
516,464,2024-12-10,472.73,Direct Debit
517,467,2022-05-25,197.26,Direct Debit
518,468,2022-06-26,197.26,Direct Debit
519,469,2022-07-27,197.26,Card
520,470,2022-08-30,197.26,Direct Debit
521,471,2022-10-07,197.26,Card
522,472,2022-10-20,197.26,Direct Debit
523,473,2022-11-25,197.26,Bank Transfer
524,474,2022-12-21,197.26,Direct Debit
525,475,2023-01-24,197.26,Direct Debit
526,476,2023-02-20,197.26,Direct Debit
527,477,2023-03-18,197.26,Card
528,478,2023-04-17,197.26,Direct Debit
529,479,2023-05-24,197.26,Direct Debit
530,480,2023-06-18,197.26,Direct Debit
531,481,2023-07-19,197.26,Direct Debit
532,482,2023-08-19,197.26,Direct Debit
533,483,2023-09-23,197.26,Direct Debit
534,484,2023-10-19,71.69,Bank Transfer
535,484,2023-10-24,72.27,Direct Debit
536,485,2023-11-17,197.26,Direct Debit
537,486,2023-12-21,197.26,Direct Debit
538,487,2024-01-18,197.26,Direct Debit
539,488,2024-02-16,197.26,Bank Transfer
540,489,2024-04-29,197.26,Direct Debit
541,490,2023-08-07,725.75,Direct Debit
542,491,2023-09-12,725.75,Direct Debit
543,493,2023-11-05,292.32,Direct Debit
544,493,2023-11-14,172.13,Direct Debit
545,493,2023-11-19,261.3,Card
546,494,2023-12-07,725.75,Direct Debit
547,495,2024-01-08,725.75,Direct Debit
548,496,2024-01-30,725.75,Direct Debit
549,497,2024-03-04,725.75,Direct Debit
550,498,2024-04-01,725.75,Direct Debit
551,499,2024-04-29,725.75,Bank Transfer
552,500,2024-05-31,725.75,Bank Transfer
553,501,2024-06-30,725.75,Bank Transfer
554,502,2024-08-03,725.75,Direct Debit
555,503,2024-08-29,725.75,Card
556,504,2024-09-28,725.75,Direct Debit
557,505,2024-10-28,725.75,Direct Debit
558,506,2024-11-29,725.75,Direct Debit
559,507,2025-01-02,725.75,Bank Transfer
560,508,2023-06-09,218.05,Card
561,509,2023-09-23,218.05,Bank Transfer
562,510,2023-08-09,218.05,Bank Transfer
563,511,2023-09-11,218.05,Direct Debit
564,512,2023-10-23,218.05,Bank Transfer
565,513,2023-11-10,218.05,Direct Debit
566,514,2023-12-22,80.39,Card
567,514,2023-12-30,51.96,Bank Transfer
568,514,2024-01-07,85.7,Direct Debit
569,515,2024-01-11,218.05,Direct Debit
570,516,2024-02-10,218.05,Direct Debit
571,517,2024-03-12,218.05,Direct Debit
572,518,2024-04-06,218.05,Card
573,519,2024-05-02,218.05,Direct Debit
574,520,2024-06-11,218.05,Direct Debit
575,521,2024-07-02,218.05,Bank Transfer
576,522,2024-08-05,218.05,Bank Transfer
577,523,2024-11-16,218.05,Direct Debit
578,524,2024-10-02,218.05,Bank Transfer
579,525,2024-10-30,218.05,Direct Debit
580,526,2024-11-29,218.05,Direct Debit
581,527,2025-01-01,218.05,Direct Debit
582,528,2024-08-05,520.35,Direct Debit
583,529,2024-09-05,520.35,Card
584,530,2024-10-05,520.35,Direct Debit
585,531,2024-11-01,520.35,Direct Debit
586,532,2024-12-03,520.35,Direct Debit
587,534,2024-09-15,607.44,Direct Debit
588,535,2024-09-27,110.79,Other
589,535,2024-10-03,38.34,Direct Debit
590,535,2024-10-07,88.97,Other
591,536,2024-11-01,607.44,Direct Debit
592,537,2024-12-14,607.44,Direct Debit
593,538,2025-01-05,607.44,Direct Debit
594,539,2025-01-18,242.38,Direct Debit
595,540,2024-12-01,242.38,Direct Debit
596,542,2024-01-17,341.6,Direct Debit
597,543,2024-02-11,341.6,Bank Transfer
598,544,2024-03-11,341.6,Bank Transfer
599,545,2024-04-11,341.6,Bank Transfer
600,546,2024-05-20,341.6,Direct Debit
601,547,2024-06-09,33.23,Direct Debit
602,547,2024-06-12,29.95,Direct Debit
603,547,2024-06-23,40.47,Other
604,548,2024-07-18,341.6,Direct Debit
605,549,2024-08-09,341.6,Direct Debit
606,550,2024-09-12,341.6,Direct Debit
607,551,2024-10-09,341.6,Bank Transfer
608,552,2024-11-14,341.6,Direct Debit
609,553,2024-12-14,110.43,Direct Debit
610,553,2024-12-18,108.01,Direct Debit
611,553,2024-12-28,123.16,Direct Debit
612,555,2023-05-09,260.49,Bank Transfer
613,556,2023-06-11,260.49,Other
614,558,2023-08-14,260.49,Direct Debit
615,559,2023-09-07,260.49,Direct Debit
616,560,2023-10-05,260.49,Card
617,562,2023-12-12,88.88,Direct Debit
618,562,2023-12-19,45.18,Direct Debit
619,562,2023-12-30,80.0,Bank Transfer
620,563,2024-01-06,260.49,Bank Transfer
621,564,2024-02-12,260.49,Bank Transfer
622,565,2024-03-05,260.49,Direct Debit
623,566,2024-04-02,89.8,Card
624,566,2024-04-09,122.94,Direct Debit
625,567,2024-05-05,260.49,Direct Debit
626,568,2024-06-09,260.49,Direct Debit
627,569,2024-07-06,124.95,Bank Transfer
628,569,2024-07-16,63.13,Direct Debit
629,569,2024-07-14,72.41,Bank Transfer
630,570,2024-08-02,260.49,Bank Transfer
631,571,2024-08-30,260.49,Direct Debit
632,572,2024-10-17,260.49,Bank Transfer
633,573,2024-11-02,260.49,Direct Debit
634,574,2024-12-01,260.49,Direct Debit
635,575,2025-01-07,68.1,Direct Debit
636,575,2025-01-17,127.16,Card
637,576,2022-12-16,185.19,Card
638,576,2022-12-19,190.86,Direct Debit
639,577,2023-01-14,376.05,Bank Transfer
640,578,2023-02-15,376.05,Direct Debit
